293.09,130.0
293.04,121.2
292.99,138.8
292.94,142.8
292.89,118.4
292.84,116.8
292.79,119.6
292.74,121.6
292.69,113.6
292.64,116.0
292.59,117.6
292.54,118.0
292.49,118.0
292.44,116.8
292.39,111.2
292.34,110.8
292.29,114.4
292.24,114.8
292.19,112.8
292.14,98.4
292.09,103.6
292.04,100.8
291.99,103.6
291.94,98.0
291.89,96.8
291.84,102.8
291.79,94.4
291.74,103.6
291.69,99.2
291.64,109.6
291.59,105.6
291.54,108.0
291.49,102.4
291.44,96.0
291.39,96.4
291.34,98.4
291.29,100.0
291.24,100.4
291.19,91.6
291.14,91.6
291.09,98.4
291.04,103.2
290.99,107.2
290.94,98.4
290.89,102.0
290.84,107.2
290.79,104.4
290.74,112.0
290.69,110.4
290.64,112.8
290.59,110.0
290.54,116.8
290.49,116.4
290.44,109.6
290.39,112.4
290.34,116.4
290.29,126.0
290.24,138.0
290.19,144.0
290.14,153.6
290.09,161.6
290.04,178.4
289.99,193.2
289.94,207.2
289.89,237.6
289.84,270.4
289.79,312.4
289.74,364.4
289.69,460.8
289.64,548.0
289.59,651.6
289.54,747.2
289.49,844.4
289.44,1006.0
289.39,1130.4
289.34,1320.4
289.29,1463.2
289.24,1620.0
289.19,1746.8
289.14,1870.8
289.09,1949.2
289.04,1994.8
288.99,2052.8
288.94,2028.8
288.89,1971.6
288.84,1933.6
288.79,1758.0
288.74,1614.0
288.69,1500.4
288.64,1292.8
288.59,1140.0
288.54,964.8
288.49,844.0
288.44,699.2
288.39,581.2
288.34,490.8
288.29,413.2
288.24,372.0
288.19,329.2
288.14,290.0
288.09,282.0
288.04,293.6
287.99,292.0
287.94,302.0
287.89,316.8
287.84,338.8
287.79,350.0
287.74,371.6
287.69,403.6
287.64,457.2
287.59,525.6
287.54,580.4
287.49,622.8
287.44,688.0
287.39,766.4
287.34,859.6
287.29,925.2
287.24,1022.8
287.19,1154.4
287.14,1265.6
287.09,1335.6
287.04,1387.2
286.99,1487.6
286.94,1583.2
286.89,1693.6
286.84,1761.6
286.79,1750.8
286.74,1818.0
286.69,1831.2
286.64,1833.6
286.59,1839.6
286.54,1846.0
286.49,1785.6
286.44,1743.6
286.39,1710.4
286.34,1654.4
286.29,1652.4
286.24,1644.8
286.19,1660.8
286.14,1667.6
286.09,1769.2
286.04,1922.8
285.99,2026.0
285.94,2204.0
285.89,2450.4
285.84,2670.4
285.79,2863.2
285.74,3169.6
285.69,3462.8
285.64,3706.4
285.59,3998.8
285.54,4240.8
285.49,4487.2
285.44,4643.2
285.39,4771.2
285.34,4929.2
285.29,4967.2
285.24,4894.4
285.19,4795.6
285.14,4687.6
285.09,4562.8
285.04,4273.6
284.99,4036.4
284.94,3752.4
284.89,3414.8
284.84,3090.4
284.79,2702.4
284.74,2371.6
284.69,2054.8
284.64,1810.8
284.59,1578.0
284.54,1338.4
284.49,1093.2
284.44,928.0
284.39,780.4
284.34,638.0
284.29,513.6
284.24,434.0
284.19,365.6
284.14,294.4
284.09,256.8
284.04,223.2
283.99,189.6
283.94,170.4
283.89,149.2
283.84,150.0
283.79,152.8
283.74,138.0
283.69,118.8
283.64,106.8
283.59,106.0
283.54,100.8
283.49,110.8
283.44,107.2
283.39,98.4
283.34,100.0
283.29,95.6
283.24,93.2
283.19,94.4
283.14,90.4
283.09,98.8
283.04,93.6
282.99,96.4
282.94,87.6
282.89,86.4
282.84,91.6
282.79,84.4
282.74,81.2
282.69,79.6
282.64,80.8
282.59,83.6
282.54,84.0
282.49,88.4
282.44,79.2
282.39,74.0
282.34,85.2
282.29,82.4
282.24,72.4
282.19,77.2
282.14,70.0
282.09,66.8
282.04,71.2
281.99,78.4
281.94,74.8
281.89,78.4
281.84,74.8
281.79,64.4
281.74,62.8
281.69,69.6
281.64,64.4
281.59,65.6
281.54,66.0
281.49,70.0
281.44,69.6
281.39,71.2
281.34,69.2
281.29,70.8
281.24,63.6
281.19,68.4
